Age (groups),Attrition,BusinessTravel,Department,Sum of DistanceFromHome (KM),Sum of Actual years at company,Sum of Age,EducationField,EducationLevelID,EmployeeID,Ethnicity,FirstName,Gender,Year,Quarter,Month,Day,JobRole,LastName,MaritalStatus,OverTime,Sum of Salary,Salary (grouping),State,Sum of StockOptionLevel,Sum of YearsAtCompany,Sum of YearsInMostRecentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager,DistanceFromHome (KM) (bins)
18 to 29,Yes,Some Travel,Human Resources,8,2,20,Human Resources,4,AFA8-5058,White,Dame,Male,2020,Qtr 1,March,6,Recruiter,Andrzejewski,Divorced,Yes,26186,A- 20K to 70K,CA,0,2,0,0,0,1
18 to 29,Yes,Some Travel,Human Resources,1,4,24,Human Resources,5,7749-B277,Mixed or multiple ethnic groups,Caryl,Male,2017,Qtr 2,April,25,HR Executive,Roycroft,Married,No,44634,A- 20K to 70K,IL,0,4,3,3,2,1
18 to 29,Yes,Some Travel,Human Resources,29,6,29,Technical Degree,2,42CC-040A,White,Stace,Female,2012,Qtr 1,January,5,Recruiter,Savege,Single,No,49606,A- 20K to 70K,CA,0,6,1,1,6,23
18 to 29,Yes,Some Travel,Human Resources,14,0,29,Technical Degree,4,8D34-EBDF,Native Hawaiian,Giles,Male,2014,Qtr 3,July,31,Recruiter,Bilham,Married,No,46703,A- 20K to 70K,IL,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,5,1,22,Economics,1,E28D-424B,White,Buddie,Non-Binary,2020,Qtr 1,January,19,Sales Executive,Ainger,Single,No,64689,A- 20K to 70K,NY,0,1,1,1,1,1
18 to 29,Yes,Some Travel,Sales,4,6,25,Economics,2,0678-748A,Native Hawaiian,Maurits,Male,2015,Qtr 2,May,11,Sales Executive,Farmery,Divorced,Yes,57698,A- 20K to 70K,CA,2,6,5,6,2,1
18 to 29,Yes,Some Travel,Sales,35,4,29,Economics,2,6FE1-C8A8,Black or African American,Marchall,Male,2013,Qtr 2,June,13,Sales Executive,Burnes,Married,Yes,140962,B- 70K to 150K,NY,0,4,0,2,4,34
18 to 29,Yes,Some Travel,Sales,18,0,29,Economics,2,E8B6-8BAE,White,Stevie,Male,2022,Qtr 1,March,2,Sales Executive,Kinglesyd,Single,No,225330,D- 225K to 300K,IL,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,16,1,24,Economics,3,3476-CA56,White,Minette,Female,2019,Qtr 2,June,5,Sales Representative,Florey,Single,No,25102,A- 20K to 70K,CA,0,1,0,0,0,12
18 to 29,Yes,Some Travel,Sales,13,2,24,Economics,3,81FF-8D6C,Black or African American,Mireielle,Female,2018,Qtr 2,April,28,Sales Representative,Gabbitis,Single,No,24095,A- 20K to 70K,CA,0,2,2,2,1,12
18 to 29,Yes,Some Travel,Sales,37,1,25,Economics,3,A1B4-5481,Asian or Asian American,Zacharie,Male,2016,Qtr 3,July,22,Sales Executive,Manuaud,Married,No,79329,B- 70K to 150K,CA,0,1,1,1,1,34
18 to 29,Yes,Some Travel,Sales,10,0,22,Economics,3,D8FC-E2F7,White,Gigi,Female,2021,Qtr 4,December,1,Sales Representative,Monkhouse,Divorced,Yes,36980,A- 20K to 70K,CA,3,0,0,0,0,1
18 to 29,Yes,Some Travel,Sales,43,0,24,Economics,4,5B11-3DB3,Asian or Asian American,Melicent,Female,2018,Qtr 4,October,11,Sales Executive,Papworth,Married,No,144335,B- 70K to 150K,CA,0,0,0,0,0,34
18 to 29,Yes,Some Travel,Sales,2,4,26,Economics,4,B407-ABCA,Asian or Asian American,Obie,Male,2016,Qtr 4,November,8,Sales Executive,Huke,Single,Yes,60087,A- 20K to 70K,CA,0,4,0,0,3,1
18 to 29,Yes,Some Travel,Sales,35,1,23,Marketing,1,00B0-F199,White,Trueman,Male,2020,Qtr 1,March,16,Sales Executive,Jirasek,Married,Yes,97824,B- 70K to 150K,CA,1,1,0,1,0,34
18 to 29,Yes,Some Travel,Sales,22,2,26,Marketing,1,1AC8-361F,Mixed or multiple ethnic groups,Selig,Male,2015,Qtr 4,November,11,Sales Executive,Draysey,Married,No,87142,B- 70K to 150K,CA,1,2,1,1,0,12
18 to 29,Yes,Some Travel,Sales,29,0,19,Marketing,1,20BA-5868,White,Mallissa,Non-Binary,2021,Qtr 1,March,27,Sales Representative,Buzine,Single,No,29673,A- 20K to 70K,CA,1,0,0,0,0,23
18 to 29,Yes,Some Travel,Sales,22,2,25,Marketing,1,C016-FA12,American Indian or Alaska Native,Sofie,Female,2018,Qtr 2,May,14,Sales Representative,Dumphries,Single,No,32894,A- 20K to 70K,NY,0,2,2,2,1,12
18 to 29,Yes,Some Travel,Sales,21,1,27,Marketing,1,FD0B-7B0A,White,Melessa,Female,2016,Qtr 1,January,12,Sales Representative,Eyres,Single,Yes,22648,A- 20K to 70K,CA,0,1,0,0,0,12
18 to 29,Yes,Some Travel,Sales,32,0,20,Marketing,2,06E8-4FD4,Black or African American,Emilee,Female,2022,Qtr 4,December,3,Sales Representative,Wenham,Married,Yes,38532,A- 20K to 70K,CA,3,0,0,0,0,23
18 to 29,Yes,Some Travel,Sales,38,1,25,Marketing,2,155B-42BE,Mixed or multiple ethnic groups,Tommi,Female,2015,Qtr 1,February,21,Sales Executive,Lapish,Single,No,57018,A- 20K to 70K,IL,0,1,0,0,0,34
18 to 29,Yes,Some Travel,Sales,2,3,26,Marketing,2,28EA-A010,Asian or Asian American,Meara,Female,2016,Qtr 3,August,15,Sales Executive,Mahony,Single,Yes,149390,B- 70K to 150K,CA,0,3,1,1,2,1
18 to 29,Yes,Some Travel,Sales,19,7,28,Marketing,2,9937-CDF7,Mixed or multiple ethnic groups,Galvin,Male,2013,Qtr 1,March,31,Sales Representative,Sawley,Married,Yes,56122,A- 20K to 70K,NY,0,7,5,5,0,12
18 to 29,Yes,Some Travel,Sales,4,5,29,Marketing,2,9E7A-1F70,Mixed or multiple ethnic groups,Carita,Female,2012,Qtr 2,May,2,Sales Executive,Strowther,Single,No,129356,B- 70K to 150K,CA,0,5,1,1,2,1
18 to 29,Yes,Some Travel,Sales,16,0,22,Marketing,2,AD0D-E79F,White,Cleve,Male,2021,Qtr 4,November,28,Sales Executive,Braben,Married,Yes,53220,A- 20K to 70K,CA,2,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,19,2,29,Marketing,2,E4F4-11B9,White,Susanne,Female,2012,Qtr 1,February,27,Sales Executive,Wisam,Single,Yes,122811,B- 70K to 150K,NY,0,2,1,1,1,12
18 to 29,Yes,Some Travel,Sales,12,2,29,Marketing,2,F3CD-9B5B,Asian or Asian American,Timothee,Male,2013,Qtr 2,May,30,Sales Representative,MacFadyen,Married,No,97794,B- 70K to 150K,IL,0,2,0,1,0,12
18 to 29,Yes,Some Travel,Sales,16,0,24,Marketing,2,F4A3-2126,Asian or Asian American,Dunn,Male,2019,Qtr 3,July,31,Sales Representative,Barthrop,Single,Yes,29128,A- 20K to 70K,CA,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,36,1,21,Marketing,3,06B9-B79D,White,Roseanne,Female,2020,Qtr 4,December,12,Sales Executive,Thrustle,Married,No,76057,B- 70K to 150K,CA,2,1,0,0,0,34
18 to 29,Yes,Some Travel,Sales,38,5,28,Marketing,3,2219-56CA,Mixed or multiple ethnic groups,Sloane,Non-Binary,2015,Qtr 3,September,21,Sales Executive,Shera,Divorced,No,185380,C- 150K to 225K,IL,1,5,2,5,3,34
18 to 29,Yes,Some Travel,Sales,12,1,23,Marketing,3,3E42-57C8,White,Quinton,Male,2020,Qtr 2,May,1,Sales Executive,McAllister,Single,No,84985,B- 70K to 150K,IL,0,1,0,0,0,12
18 to 29,Yes,Some Travel,Sales,13,1,28,Marketing,3,45FF-ACE6,White,Korrie,Female,2020,Qtr 3,July,19,Sales Executive,Plampin,Married,No,207479,C- 150K to 225K,CA,3,1,0,0,0,12
18 to 29,Yes,Some Travel,Sales,11,3,25,Marketing,3,4F28-CFAF,Black or African American,Juditha,Female,2018,Qtr 3,September,13,Sales Executive,Burdell,Single,Yes,53930,A- 20K to 70K,IL,0,3,2,3,1,1
18 to 29,Yes,Some Travel,Sales,44,5,29,Marketing,3,5021-95FC,White,Louie,Male,2013,Qtr 3,July,16,Manager,Trowsdall,Single,Yes,377203,Over 300K,CA,0,5,4,4,0,34
18 to 29,Yes,Some Travel,Sales,24,5,26,Marketing,3,5A0B-7F31,White,Nevil,Male,2015,Qtr 1,March,13,Sales Executive,Callaby,Single,No,85982,B- 70K to 150K,CA,0,5,1,1,0,23
18 to 29,Yes,Some Travel,Sales,20,2,29,Marketing,3,6176-3BEE,Black or African American,Trumaine,Male,2013,Qtr 1,February,4,Sales Executive,Nevett,Single,Yes,149688,B- 70K to 150K,NY,0,2,2,2,2,12
18 to 29,Yes,Some Travel,Sales,16,1,23,Marketing,3,7839-CA12,White,Orella,Female,2017,Qtr 1,March,25,Sales Representative,Chappelle,Single,No,23794,A- 20K to 70K,CA,0,1,0,0,0,12
18 to 29,Yes,Some Travel,Sales,3,4,24,Marketing,3,8AAD-FAFB,Asian or Asian American,Alethea,Female,2016,Qtr 3,August,15,Sales Executive,Heeney,Divorced,Yes,130774,B- 70K to 150K,CA,1,4,3,3,4,1
18 to 29,Yes,Some Travel,Sales,16,0,20,Marketing,3,D014-7DB2,White,Dolli,Female,2020,Qtr 3,August,24,Sales Representative,Dodgson,Single,No,35754,A- 20K to 70K,NY,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,21,0,19,Marketing,3,D186-CBF5,White,Ibby,Female,2022,Qtr 2,May,19,Sales Representative,Witcomb,Single,Yes,33454,A- 20K to 70K,NY,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,14,7,25,Marketing,3,D954-6402,White,Ara,Male,2015,Qtr 4,December,23,Sales Executive,Daulton,Single,Yes,123307,B- 70K to 150K,IL,0,7,2,3,1,12
18 to 29,Yes,Some Travel,Sales,8,0,20,Marketing,3,EB66-D679,White,Pryce,Male,2022,Qtr 1,January,4,Sales Representative,Bode,Divorced,Yes,27060,A- 20K to 70K,CA,1,0,0,0,0,1
18 to 29,Yes,Some Travel,Sales,1,3,27,Marketing,4,1472-9F69,Black or African American,Algernon,Male,2014,Qtr 4,December,28,Sales Representative,Harder,Single,No,30870,A- 20K to 70K,CA,0,3,1,2,3,1
18 to 29,Yes,Some Travel,Sales,21,0,24,Marketing,4,1799-5B3F,Black or African American,Howey,Male,2019,Qtr 1,March,18,Sales Executive,Woolis,Married,No,85118,B- 70K to 150K,CA,3,0,0,0,0,12
18 to 29,Yes,Some Travel,Sales,37,5,27,Marketing,4,79F7-78EC,White,Alessandra,Non-Binary,2013,Qtr 4,December,14,Sales Executive,Storrock,Single,Yes,141998,B- 70K to 150K,CA,0,5,5,5,1,34
18 to 29,Yes,Some Travel,Sales,27,0,24,Marketing,4,AF5D-A8C8,White,Jedidiah,Male,2021,Qtr 2,May,4,Sales Executive,Orrick,Married,Yes,86102,B- 70K to 150K,CA,0,0,0,0,0,23
18 to 29,Yes,Some Travel,Sales,27,2,24,Marketing,4,D93A-CC98,White,Arabella,Female,2018,Qtr 1,March,6,Sales Executive,Mont,Single,Yes,208684,C- 150K to 225K,NY,0,2,0,0,0,23
18 to 29,Yes,Some Travel,Sales,10,1,26,Marketing,4,DDBF-9C79,White,Yelena,Female,2021,Qtr 2,June,25,Sales Executive,Stamp,Single,Yes,93246,B- 70K to 150K,CA,0,1,0,0,0,1
18 to 29,Yes,Some Travel,Sales,33,2,25,Marketing,5,B34E-95FF,White,Samuele,Male,2019,Qtr 4,November,9,Sales Executive,Creek,Divorced,Yes,87347,B- 70K to 150K,NY,3,2,1,1,0,23
18 to 29,Yes,Some Travel,Sales,3,4,29,Other,3,C5C2-985F,American Indian or Alaska Native,Gaspar,Male,2014,Qtr 2,May,16,Sales Representative,O' Concannon,Single,Yes,46465,A- 20K to 70K,CA,0,4,3,3,3,1
18 to 29,Yes,Some Travel,Sales,44,2,26,Technical Degree,1,CBB3-0D7E,White,Archaimbaud,Male,2014,Qtr 1,January,11,Sales Representative,Hawkshaw,Single,Yes,40638,A- 20K to 70K,CA,0,2,0,0,1,34
18 to 29,Yes,Some Travel,Sales,45,2,26,Technical Degree,3,45D7-5C8A,Black or African American,Artemus,Male,2014,Qtr 2,May,10,Sales Representative,Boyet,Married,No,20650,A- 20K to 70K,CA,1,2,0,0,1,34
18 to 29,Yes,Some Travel,Sales,20,0,18,Technical Degree,3,7A98-768E,White,Ericha,Female,2022,Qtr 1,January,25,Sales Executive,Tomczykowski,Single,No,58523,A- 20K to 70K,CA,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Technology,40,2,22,Business Studies,1,D8B3-30D2,White,Madeleine,Female,2019,Qtr 4,December,24,Data Scientist,Hazelby,Married,Yes,53080,A- 20K to 70K,CA,1,2,0,1,0,34
18 to 29,Yes,Some Travel,Technology,23,5,28,Business Studies,2,CC8A-0B1F,Mixed or multiple ethnic groups,Letta,Female,2014,Qtr 2,June,27,Data Scientist,Van der Kruys,Married,No,65328,A- 20K to 70K,CA,1,5,4,4,0,23
18 to 29,Yes,Some Travel,Technology,20,2,26,Business Studies,3,0A05-3943,White,Sherie,Female,2015,Qtr 1,January,20,Software Engineer,Pattington,Single,Yes,33273,A- 20K to 70K,CA,0,2,1,1,0,12
18 to 29,Yes,Some Travel,Technology,44,1,29,Business Studies,3,0D8F-C0F3,Asian or Asian American,Cathrine,Female,2013,Qtr 2,June,10,Data Scientist,Lankford,Divorced,No,67578,A- 20K to 70K,CA,1,1,0,0,0,34
18 to 29,Yes,Some Travel,Technology,3,5,29,Business Studies,3,1F0F-458C,White,Carrie,Female,2013,Qtr 2,April,11,Data Scientist,Scroyton,Divorced,Yes,60388,A- 20K to 70K,NY,2,5,1,3,1,1
18 to 29,Yes,Some Travel,Technology,7,2,23,Business Studies,3,2CA8-4E1B,Asian or Asian American,Nicoline,Non-Binary,2017,Qtr 2,May,2,Software Engineer,Pote,Single,No,28753,A- 20K to 70K,NY,0,2,1,1,0,1
18 to 29,Yes,Some Travel,Technology,25,1,23,Business Studies,3,2F04-931F,Mixed or multiple ethnic groups,Carlyle,Male,2018,Qtr 4,October,2,Data Scientist,Catt,Single,Yes,37121,A- 20K to 70K,CA,0,1,0,0,0,23
18 to 29,Yes,Some Travel,Technology,23,0,20,Business Studies,3,E3B6-49F8,White,Ker,Male,2022,Qtr 3,September,28,Software Engineer,Rao,Single,No,33632,A- 20K to 70K,NY,0,0,0,0,0,23
18 to 29,Yes,Some Travel,Technology,8,0,21,Business Studies,3,EAB1-2EB2,American Indian or Alaska Native,Giacinta,Female,2019,Qtr 2,May,24,Data Scientist,Keasey,Single,No,36534,A- 20K to 70K,CA,0,0,0,0,0,1
18 to 29,Yes,Some Travel,Technology,26,1,20,Business Studies,4,6010-A052,White,Florry,Female,2020,Qtr 1,March,2,Software Engineer,Pohlak,Single,No,37094,A- 20K to 70K,NY,0,1,0,0,0,23
18 to 29,Yes,Some Travel,Technology,41,5,26,Business Studies,5,84E7-02D4,White,Padraic,Male,2017,Qtr 4,December,7,Machine Learning Engineer,MacParlan,Married,No,161600,C- 150K to 225K,CA,1,5,0,2,0,34
18 to 29,Yes,Some Travel,Technology,6,1,21,Business Studies,5,F578-F0C8,White,Domeniga,Female,2020,Qtr 4,November,3,Software Engineer,Killock,Married,No,25149,A- 20K to 70K,CA,0,1,1,1,1,1
18 to 29,Yes,Some Travel,Technology,6,2,20,Computer Science,1,130F-32AB,White,Lucretia,Female,2020,Qtr 2,June,5,Software Engineer,Leebeter,Single,Yes,30714,A- 20K to 70K,CA,0,2,0,1,1,1
18 to 29,Yes,Some Travel,Technology,41,4,25,Computer Science,1,83FD-F920,White,Yorgo,Male,2016,Qtr 1,January,10,Data Scientist,Clappison,Married,Yes,28137,A- 20K to 70K,CA,0,4,3,3,1,34
18 to 29,Yes,Some Travel,Technology,32,0,18,Computer Science,1,9C71-61AE,White,Lonnard,Male,2022,Qtr 2,April,17,Machine Learning Engineer,Wrathmell,Single,Yes,50660,A- 20K to 70K,NY,1,0,0,0,0,23
18 to 29,Yes,Some Travel,Technology,1,7,25,Computer Science,2,03C5-51AD,White,Maxie,Female,2015,Qtr 4,December,6,Data Scientist,Banker,Married,Yes,32354,A- 20K to 70K,IL,1,7,4,6,2,1
18 to 29,Yes,Some Travel,Technology,15,0,21,Computer Science,2,489B-14EC,White,Harley,Female,2021,Qtr 1,January,9,Machine Learning Engineer,Angelini,Married,Yes,62882,A- 20K to 70K,IL,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Technology,37,2,25,Computer Science,2,A848-F98B,Black or African American,Scot,Male,2018,Qtr 1,January,26,Data Scientist,Yakebovich,Married,No,38038,A- 20K to 70K,CA,0,2,1,1,1,34
18 to 29,Yes,Some Travel,Technology,12,4,28,Computer Science,2,B4E1-4A3E,White,Beckie,Female,2014,Qtr 1,March,31,Data Scientist,Tawn,Married,No,115895,B- 70K to 150K,CA,1,4,1,3,2,12
18 to 29,Yes,Some Travel,Technology,22,3,27,Computer Science,2,DA8E-9496,White,Tobias,Male,2016,Qtr 4,October,4,Data Scientist,Polkinghorne,Single,Yes,56449,A- 20K to 70K,CA,0,3,1,1,2,12
18 to 29,Yes,Some Travel,Technology,23,4,24,Computer Science,3,0D1B-DEC2,American Indian or Alaska Native,Celestine,Non-Binary,2017,Qtr 2,April,23,Data Scientist,Kyngdon,Single,No,100586,B- 70K to 150K,CA,0,4,4,4,4,23
18 to 29,Yes,Some Travel,Technology,23,3,22,Computer Science,3,1147-7E2F,Mixed or multiple ethnic groups,Timotheus,Male,2018,Qtr 3,July,15,Data Scientist,Antowski,Single,No,37021,A- 20K to 70K,CA,0,3,0,1,2,23
18 to 29,Yes,Some Travel,Technology,37,5,26,Computer Science,3,17AD-99F5,Mixed or multiple ethnic groups,Ursa,Female,2014,Qtr 3,August,1,Software Engineer,O'Deegan,Single,Yes,26296,A- 20K to 70K,NY,0,5,2,2,2,34
18 to 29,Yes,Some Travel,Technology,3,1,22,Computer Science,3,2DD1-FD7F,Other,Godart,Male,2018,Qtr 3,July,18,Data Scientist,Burgwin,Single,Yes,34753,A- 20K to 70K,CA,0,1,0,0,0,1
18 to 29,Yes,Some Travel,Technology,24,0,29,Computer Science,3,5160-53BD,Black or African American,Conrado,Non-Binary,2014,Qtr 3,August,19,Software Engineer,Tomaini,Single,No,41307,A- 20K to 70K,NY,0,0,0,0,0,23
18 to 29,Yes,Some Travel,Technology,2,5,26,Computer Science,3,596B-33F4,White,Shell,Male,2016,Qtr 3,September,1,Data Scientist,McPeck,Divorced,Yes,30207,A- 20K to 70K,IL,1,5,1,3,0,1
18 to 29,Yes,Some Travel,Technology,37,0,22,Computer Science,3,6C42-A719,White,Bird,Female,2020,Qtr 1,March,11,Data Scientist,Libbey,Single,Yes,30442,A- 20K to 70K,NY,0,0,0,0,0,34
18 to 29,Yes,Some Travel,Technology,41,3,21,Computer Science,3,6DEB-F440,Black or African American,Viviene,Non-Binary,2019,Qtr 2,June,22,Data Scientist,Vanezis,Single,Yes,29793,A- 20K to 70K,CA,0,3,0,0,2,34
18 to 29,Yes,Some Travel,Technology,33,3,28,Computer Science,3,9F65-F612,Asian or Asian American,Patrice,Female,2012,Qtr 2,April,23,Data Scientist,Wearing,Single,No,54536,A- 20K to 70K,CA,0,3,3,3,2,23
18 to 29,Yes,Some Travel,Technology,28,0,27,Computer Science,3,ADF8-AD57,White,Trip,Male,2016,Qtr 3,August,16,Data Scientist,Bennell,Single,No,20387,A- 20K to 70K,CA,0,0,0,0,0,23
18 to 29,Yes,Some Travel,Technology,36,6,29,Computer Science,3,D970-9F5E,Asian or Asian American,Lilla,Female,2014,Qtr 2,May,29,Data Scientist,Ledamun,Married,No,46813,A- 20K to 70K,CA,0,6,1,1,1,34
18 to 29,Yes,Some Travel,Technology,20,3,25,Computer Science,3,EACC-D1F6,White,Garth,Male,2017,Qtr 2,May,5,Data Scientist,Gove,Married,Yes,27673,A- 20K to 70K,CA,2,3,2,3,1,12
18 to 29,Yes,Some Travel,Technology,25,1,21,Computer Science,4,08E4-D3D5,White,Olvan,Male,2019,Qtr 4,December,11,Data Scientist,Coatham,Single,No,34634,A- 20K to 70K,NY,0,1,1,1,1,23
18 to 29,Yes,Some Travel,Technology,13,3,24,Computer Science,4,2A89-93B6,White,Lissy,Female,2018,Qtr 3,August,21,Data Scientist,Schimek,Single,No,30117,A- 20K to 70K,NY,0,3,1,1,2,12
18 to 29,Yes,Some Travel,Technology,19,0,21,Computer Science,4,380E-44B4,White,Esdras,Male,2022,Qtr 3,August,1,Data Scientist,Hallitt,Single,No,25255,A- 20K to 70K,IL,0,0,0,0,0,12
18 to 29,Yes,Some Travel,Technology,9,5,28,Computer Science,4,5237-1B85,Asian or Asian American,Faydra,Female,2012,Qtr 2,April,27,Software Engineer,Losbie,Single,Yes,43578,A- 20K to 70K,NY,0,5,3,5,5,1
18 to 29,Yes,Some Travel,Technology,9,7,29,Computer Science,4,7EE7-2C43,Black or African American,Tobye,Female,2013,Qtr 4,October,26,Data Scientist,Dietmar,Single,Yes,48321,A- 20K to 70K,NY,0,7,2,3,2,1
18 to 29,Yes,Some Travel,Technology,1,1,27,Computer Science,4,8CF6-3079,Black or African American,Jaquenetta,Female,2013,Qtr 3,July,16,Data Scientist,Corkel,Divorced,Yes,40050,A- 20K to 70K,NY,1,1,0,0,0,1
18 to 29,Yes,Some Travel,Technology,14,2,27,Computer Science,4,8FB2-4CE0,White,Kurtis,Male,2016,Qtr 4,December,6,Data Scientist,Plane,Single,No,37545,A- 20K to 70K,IL,0,2,1,1,1,12
18 to 29,Yes,Some Travel,Technology,11,0,19,Computer Science,4,B005-602F,Black or African American,Layney,Female,2022,Qtr 4,November,6,Software Engineer,Ratie,Single,Yes,27760,A- 20K to 70K,CA,3,0,0,0,0,1
18 to 29,Yes,Some Travel,Technology,39,2,21,Computer Science,4,E268-61EB,Asian or Asian American,Dorise,Female,2019,Qtr 1,February,6,Software Engineer,Rossant,Married,Yes,54130,A- 20K to 70K,CA,3,2,1,1,2,34
18 to 29,Yes,Some Travel,Technology,34,1,20,Computer Science,4,F3D0-41D1,White,Raddie,Male,2021,Qtr 2,June,13,Software Engineer,Broodes,Single,Yes,22925,A- 20K to 70K,CA,0,1,0,0,0,34
18 to 29,Yes,Some Travel,Technology,38,0,21,Information Systems,1,4C88-27A1,White,Eleonora,Female,2021,Qtr 1,March,1,Senior Software Engineer,Grosier,Married,Yes,63049,A- 20K to 70K,CA,0,0,0,0,0,34
18 to 29,Yes,Some Travel,Technology,30,1,27,Information Systems,1,541F-3E19,White,Dot,Female,2014,Qtr 2,April,2,Data Scientist,Aherne,Single,Yes,49374,A- 20K to 70K,CA,0,1,0,0,1,23
18 to 29,Yes,Some Travel,Technology,27,3,28,Information Systems,1,606E-A262,White,Parke,Male,2013,Qtr 3,July,2,Analytics Manager,Loxton,Married,Yes,277344,D- 225K to 300K,CA,0,3,1,1,1,23
18 to 29,Yes,Some Travel,Technology,8,1,25,Information Systems,1,62A3-DEA7,Mixed or multiple ethnic groups,Meade,Male,2015,Qtr 3,August,13,Software Engineer,Quinnelly,Single,Yes,30931,A- 20K to 70K,CA,0,1,0,0,1,1
18 to 29,Yes,Some Travel,Technology,36,6,29,Information Systems,1,D4D5-27FB,White,Bengt,Male,2014,Qtr 4,November,20,Data Scientist,Keaves,Divorced,No,86428,B- 70K to 150K,NY,3,6,5,5,5,34
18 to 29,Yes,Some Travel,Technology,2,1,22,Information Systems,1,DE22-FB63,Mixed or multiple ethnic groups,Audrey,Female,2019,Qtr 1,February,11,Software Engineer,Campbell,Single,No,24422,A- 20K to 70K,CA,0,1,0,0,1,1
18 to 29,Yes,Some Travel,Technology,16,1,21,Information Systems,1,F83C-CA1D,White,Durante,Male,2019,Qtr 4,December,5,Software Engineer,Heap,Single,Yes,22515,A- 20K to 70K,CA,0,1,0,0,0,12
18 to 29,Yes,Some Travel,Technology,45,0,20,Information Systems,2,3E4A-F28F,Black or African American,Rubi,Female,2022,Qtr 4,November,2,Senior Software Engineer,Hawkwood,Married,No,41877,A- 20K to 70K,IL,0,0,0,0,0,34
18 to 29,Yes,Some Travel,Technology,25,1,29,Information Systems,2,4657-FE18,American Indian or Alaska Native,Staford,Non-Binary,2018,Qtr 1,February,22,Senior Software Engineer,Perrins,Married,No,145716,B- 70K to 150K,CA,1,1,0,1,1,23
18 to 29,Yes,Some Travel,Technology,29,3,22,Information Systems,3,37EE-004B,White,Dyan,Female,2019,Qtr 1,January,9,Data Scientist,Boud,Divorced,No,28790,A- 20K to 70K,CA,1,3,1,1,2,23
18 to 29,Yes,Some Travel,Technology,7,1,19,Information Systems,3,7FA1-BC64,White,Curry,Male,2021,Qtr 1,March,17,Software Engineer,Bramah,Single,Yes,30896,A- 20K to 70K,CA,0,1,0,0,0,1
18 to 29,Yes,Some Travel,Technology,30,1,24,Information Systems,3,8A6B-AD5C,White,Ruby,Female,2016,Qtr 3,August,2,Data Scientist,O'Scollain,Single,No,61883,A- 20K to 70K,CA,0,1,1,1,0,23
18 to 29,Yes,Some Travel,Technology,26,1,22,Information Systems,3,9C7D-E1B1,White,Morly,Male,2019,Qtr 4,October,23,Machine Learning Engineer,Gerin,Married,No,62509,A- 20K to 70K,CA,2,1,0,0,0,23
18 to 29,Yes,Some Travel,Technology,25,1,26,Information Systems,3,A2D0-E2D2,White,Eryn,Female,2014,Qtr 4,December,15,Software Engineer,Crockley,Married,Yes,22089,A- 20K to 70K,CA,1,1,0,0,0,23
18 to 29,Yes,Some Travel,Technology,24,1,28,Information Systems,3,B013-7D0C,Mixed or multiple ethnic groups,Carline,Female,2013,Qtr 3,August,30,Data Scientist,Mort,Married,Yes,46313,A- 20K to 70K,CA,1,1,1,1,0,23
18 to 29,Yes,Some Travel,Technology,32,0,26,Information Systems,3,C08F-94F9,White,Nikos,Male,2015,Qtr 3,July,30,Software Engineer,Karpenko,Single,Yes,40100,A- 20K to 70K,NY,0,0,0,0,0,23
18 to 29,Yes,Some Travel,Technology,43,0,19,Information Systems,3,DB6C-3B2F,White,Yelena,Female,2022,Qtr 3,July,18,Data Scientist,Paskerful,Single,No,49006,A- 20K to 70K,CA,1,0,0,0,0,34
18 to 29,Yes,Some Travel,Technology,5,1,23,Information Systems,3,DEC5-9319,Asian or Asian American,Gasparo,Male,2017,Qtr 2,April,14,Software Engineer,Strewthers,Single,No,63709,A- 20K to 70K,CA,0,1,0,0,0,1
18 to 29,Yes,Some Travel,Technology,22,5,25,Information Systems,3,EE91-1A9C,Black or African American,Harley,Male,2016,Qtr 4,October,27,Data Scientist,Dalliwater,Married,Yes,21350,A- 20K to 70K,IL,0,5,3,3,2,12
18 to 29,Yes,Some Travel,Technology,37,0,21,Information Systems,3,F0C3-4859,White,Lenka,Non-Binary,2020,Qtr 1,March,3,Software Engineer,Ciotti,Married,Yes,41476,A- 20K to 70K,IL,1,0,0,0,0,34
18 to 29,Yes,Some Travel,Technology,23,5,28,Information Systems,3,FE2B-3DC7,White,Mattie,Female,2012,Qtr 2,May,7,Data Scientist,Wippermann,Married,Yes,35606,A- 20K to 70K,NY,3,5,3,4,5,23
